facility_id,state_id,lga_id,name,facility_type,address1,address2,phone1,phone2,email,pad_hospital_num,day_dqa,active,processing,national_id,datim_id
2340,25,522,la Kemberi Primary Health Centre,Urban,"","","","","",1,12,1,0,,siBXEzVuvZa
2342,25,522,la Okoko Primary Health Centre,Urban,"","","","","",1,12,1,0,,juv5u1BDcBN
2344,25,522,la Redeemed Medial Centre,Urban,"","","","","",1,12,1,0,,vDdj9otGq3O
2345,25,522,la Shibiri Primary Health Centre,Rural,"","","","","",1,12,1,0,,V7PmrC0YBgq
2346,25,524,la Bajulaiye Primary Health Centre,Urban,"","","","","",1,12,1,0,,lVnHEOSZnO9
2347,25,524,la CMS Primary Health Centre,Urban,"","","","","",1,12,1,0,,yxyCuNZCuhi
2348,25,524,la Jon Ken Hospital,Urban,"","","","","",1,12,1,0,,Ekg0Fu2F1Y8
2350,25,524,la Osuntuyi Medical Centre,Urban,"","","","","",1,12,1,0,,yXLEU9kf4Xy
2352,25,524,la We Care Hospital,Urban,"","","","","",1,12,1,0,,YuRSSyjvsNs
2364,25,525,la Salus Infirmorum Catholic Hospital,Urban,"","","","","",1,12,1,0,,PEpg04JumzO
2368,25,525,la Tree of Life Hospital,Urban,"","","","","",1,12,1,0,,VEyCi9CUYpj
2370,33,682,ri Agada Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,ffyYp4JQTT4
2371,33,682,ri Aminigboko Cottage Hospital,Rural,"","","","","",1,12,1,0,,uhCRQ2L92uN
2372,33,682,ri Anyu Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,YrMZjD4Aecj
2373,33,682,ri Egbolom Health Centre,Rural,"","","","","",1,12,1,0,,H3oKsXx26HL
2375,33,682,ri Otagpha Health Centre,Rural,"","","","","",1,12,1,0,,KWuhipP1q7f
2379,33,683,ri Edeoha Primary Health Centre,Rural,"","","","","",1,12,1,0,,ASL8srTntg9
2380,33,683,ri Ihugbogo Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,UkDQlARfeqM
2381,33,683,ri Ihuowo NYSC & CB Health Centre,Rural,"","","","","",1,12,1,0,,R1asjYmwhuP
2382,33,683,ri Odiabidi Primary Health Centre,Rural,"","","","","",1,12,1,0,,mDVv6FJCTbn
2383,33,683,ri Odimudie Primary Health Centre,Rural,"","","","","",1,12,1,0,,Za6k5QwZRQU
2385,33,683,ri Ula-Ukpata Model Primary Health Centre,Urban,"","","","","",1,12,1,0,,pLgc0uG6713
2386,33,684,ri Akininma Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,os2e3jB9BR1
2387,33,684,ri Edagberi Cottage Hospital,Rural,"","","","","",1,12,1,0,,rJpx6lyPzOE
2389,33,684,ri Ikodi-Engeni Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,iUe51vNbwWq
2388,33,684,ri Ikodi Health Centre,Rural,"","","","","",1,12,1,0,,bwateVbKYzJ
2391,33,684,ri Mbiama Primary Health Centre,Rural,"","","","","",1,12,1,0,,b0J70tjndiQ
2392,33,684,ri Odioku Primary Health Centre,Rural,"","","","","",1,12,1,0,,ndN99BolvFl
2393,33,684,ri Okarki Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,F0iA2NBq7ir
2394,33,684,ri Okogbe Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,XkIzfs1njVK
2395,33,684,ri Ubeta Primary Health Centre,Rural,"","","","","",1,12,1,0,,UsI931ycBW3
2396,33,684,ri Ubio Primary Health Centre,Rural,"","","","","",1,12,1,0,,WdSgk65jjPa
2397,33,684,ri Udawu Health Centre,Rural,"","","","","",1,12,1,0,,ZpoqHhIEHMJ
2398,33,685,ri Abisa Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,NVXNyH6Rxdk
2399,33,685,ri Abonnema Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,dpkdTE4L9l1
2400,33,685,ri Abonnema General Hospital,Rural,"","","","","",1,12,1,0,,HzerZj2i6OC
2401,33,685,ri Eleme Sangama Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,BbLzcXHFdM5
2402,33,685,ri Idama Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,BL4mAftMa1d
2403,33,685,ri Kula Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,Ni99Vc4ka6b
2404,33,685,ri Obonoma Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,SdzZz0nnNQh
2405,33,685,ri Soku Cottage Hospital,Rural,"","","","","",1,12,1,0,,fr34ZFObRQZ
2406,33,686,ri Ajakaja Health Centre,Rural,"","","","","",1,12,1,0,,OZiQz0vplDQ
2407,33,686,ri Asarama Health Centre,Rural,"","","","","",1,12,1,0,,qkKRzOc5F5r
2408,33,686,ri Ataba Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,JXcQFdXjjfy
2409,33,686,ri Ebukuma Health Centre,Rural,"","","","","",1,12,1,0,,LH35wUu9gbN
2410,33,686,ri Egbormung Health Centre,Rural,"","","","","",1,12,1,0,,RDsZQddwpzv
2411,33,686,ri Egwede Health Centre,Rural,"","","","","",1,12,1,0,,ANXNjER3jlF
2412,33,686,ri Ekede Health Centre,Rural,"","","","","",1,12,1,0,,lZAO0OBstqg
2413,33,686,ri Engedem Health Centre,Rural,"","","","","",1,12,1,0,,ar9vqPInFn5
2414,33,686,ri Ikuru town Health Centre,Rural,"","","","","",1,12,1,0,,Kc99vCwBzvv
2415,33,686,ri Inyong-Orong Primary Health Centre,Rural,"","","","","",1,12,1,0,,ykzUGLdMEaX
2416,33,686,ri Isiodun Health Centre,Rural,"","","","","",1,12,1,0,,f1IpjVcwOWI
2417,33,686,ri Iwoama Health Centre,Rural,"","","","","",1,12,1,0,,vxAOc304ewV
2419,33,686,ri NGO Health Centre,Rural,"","","","","",1,12,1,0,,DG6CbwRRgsh
2420,33,686,ri Okorobile Health Centre,Rural,"","","","","",1,12,1,0,,FbVSMQyCX2t
2421,33,686,ri Oyorokoto Health Centre,Rural,"","","","","",1,12,1,0,,uPoXBXkKhJ1
2422,33,686,ri Unyeada Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,Mfvzswz6Aob
2423,33,686,ri Unyeagala Health Centre,Rural,"","","","","",1,12,1,0,,UWBjghpkKzw
2424,33,687,ri Abalama Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,XCbuhjaCwg7
2425,33,687,ri Buguma General Hospital,Rural,"","","","","",1,12,1,0,,kRujmynENMY
2427,33,687,ri Ido Model Primary Health Centre,Urban,"","","","","",1,12,1,0,,wlE9hvY2dS0
2428,33,687,ri Ifoko Health Centre,Rural,"","","","","",1,12,1,0,,k8621fqoLrN
2429,33,687,ri Krakrama Health Centre,Rural,"","","","","",1,12,1,0,,b8F6cFpN5kq
2430,33,687,ri Sama Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,Wb92dzqP3of
2431,33,687,ri Sangam Health Centre,Rural,"","","","","",1,12,1,0,,wxuiWuNI1bU
2432,33,687,ri Tema Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,ETd9qO7x1hg
2433,33,688,ri Banigo Health Centre,Rural,"","","","","",1,12,1,0,,cQxcRjMWD79
2436,33,688,ri Channel Clinic,Urban,"","","","","",1,12,1,0,,fo5e2U8gARi
2437,33,688,ri Dema Abbey Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,h5rpFwjGojo
2438,33,688,ri Finima Health Centre,Rural,"","","","","",1,12,1,0,,LSEiDLccdll
2441,33,689,ri Bakana Primary Health Centre,Rural,"","","","","",1,12,1,0,,Vpyykzxogum
2442,33,689,ri Bille Primary Health Centre,Rural,"","","","","",1,12,1,0,,ZLUiQ1XOXPX
2444,33,689,ri Degema Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,EEk7X9Nu6ZC
2445,33,689,ri Obuama Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,PctKsaFIHaO
2446,33,689,ri Oguru-Ama Primary Health Ceentre,Rural,"","","","","",1,12,1,0,,f9u0OypAW9E
2447,33,689,ri Osokun Primary Health Centre,Rural,"","","","","",1,12,1,0,,rCjoVet2Zew
2448,33,689,ri Tombia Model Primary Health Centre,Urban,"","","","","",1,12,1,0,,OaPjN6M10WW
2455,33,691,ri Akpabu Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,usyLhm56Qvw
2456,33,691,ri Egbeda Primary Health Centre,Rural,"","","","","",1,12,1,0,,R6fM9BaxFA2
2457,33,691,ri Emuoha General hospital,Rural,"","","","","",1,12,1,0,,q62IBI9Olqr
2458,33,691,ri Ibaa Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,xzUA2wir53z
2460,33,691,ri Oduoha Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,LwbA9yF8n0K
2461,33,691,ri Ogbakiri Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,KnnKoXZxuHG
2462,33,691,ri Omudioga Health Centre,rural,"","","","","",1,12,1,0,,vYhSK2Oe83s
2463,33,691,ri Rukdoku Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,VGoihR1RGnD
2464,33,691,ri Rumuewhor Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,hshpsa73C9b
2466,33,691,ri Ubumini Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,e2RhWYrC51W
2467,33,692,ri Afara Health Centre,Rural,"","","","","",1,12,1,0,,qG3YTSPT23h
2468,33,692,ri Chokocho Health Centre,Rural,"","","","","",1,12,1,0,,tgbtacFW0kC
2469,33,692,ri Chokota Health Centre,Rural,"","","","","",1,12,1,0,,JYO9Qv00vj7
2470,33,692,ri Nihi Health Centre,Rural,"","","","","",1,12,1,0,,jpVnSD1Kghc
2471,33,692,ri Obite Health Centre (Etche),Rural,"","","","","",1,12,1,0,,Xrf2ZID5P0z
2472,33,692,ri Ozuzu Health Centre,Rural,"","","","","",1,12,1,0,,AifLdC1vrN3
2473,33,692,ri Ulakwo Health Centre,Rural,"","","","","",1,12,1,0,,aH3sAk3RZFm
2474,33,692,ri Umuaturu Primary Health Centre,Rural,"","","","","",1,12,1,0,,KMU9CcLX8Kl
2476,33,693,ri Barako Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,YFU77gAfjWx
2477,33,693,ri B-Dere Primary Health Centre,Rural,"","","","","",1,12,1,0,,dd0UOTzqOle
2478,33,693,ri Biara Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,djS7xhZ4kmu
2480,33,693,ri K-Dere Primary Health Centre,Rural,"","","","","",1,12,1,0,,YK5ci89z1Po
2481,33,693,ri Nweol Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,XoM2VF9j7HU
2483,33,693,ri Yeghe Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,oRkArFHF4Ma
2486,33,694,ri Elele Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,jfuD9w8exFy
2488,33,694,ri Ipo Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,iWgMR1afyyz
2491,33,694,ri Omademe Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,lJGV743ceTV
2492,33,694,ri Omagwa Health Centre,Rural,"","","","","",1,12,1,0,,F73dWJ5TBLx
2493,33,694,ri Omerelu Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,IOw05WYDytk
2494,33,694,ri Omunawa Primary Health Centre,Rural,"","","","","",1,12,1,0,,mu3y6ssABOP
2495,33,694,ri Ozuaha Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,zDfKp60pL2O
2496,33,694,ri Ubima General Hospital,Rural,"","","","","",1,12,1,0,,Y23WKrwfeKi
2497,33,694,ri Ubima Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,HHspIUtL4uX
2498,33,695,ri Bane Model Primary Health Centre,Urban,"","","","","",1,12,1,0,,JYLYIHbkNZa
2501,33,695,ri Bori Primary Health Centre,Urban,"","","","","",1,12,1,0,,n6EwVMpBhQ8
2502,33,695,ri Gwara Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,GU6RSdDm7y6
2504,33,695,ri Kwawa Health Centre,Rural,"","","","","",1,12,1,0,,QAenPWuW9mq
2505,33,695,ri Luawii Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,i0hRqKkcrsR
2506,33,695,ri Miracle Medical Centre,Rural,"","","","","",1,12,1,0,,xEpSffqNIYC
2507,33,695,ri Okwale Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,sqCWB6HpveE
2510,33,695,ri Taaba Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,cpgM2r3vUMM
2511,33,695,ri Wiyaakara Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,RjsljNHgo88
2538,33,696,ri Gracious Peters Medical Centre,Urban,"","","","","",1,12,1,0,,y154b2JB8nQ
2755,33,696,ri Heartland Alliance,Primary,"","","","","",1,12,1,0,,hzS5vhZGTI0
2756,33,696,ri Initiative for Advancement of Humanity (IAH),Secondary,"","","","","",1,12,1,0,,Y3VlUBi4kD9
2571,33,697,ri Amah Health Centre,Rural,"","","","","",1,12,1,0,,X0omzdOOCs6
2572,33,697,ri Ebocha Health Centre,Rural,"","","","","",1,12,1,0,,iIzUL90PtES
2573,33,697,ri Egi Health Centre,Rural,"","","","","",1,12,1,0,,mIdMRPWbHRM
2574,33,697,ri Elieta Health Centre,Rural,"","","","","",1,12,1,0,,myZ3833mK6k
2578,33,697,ri Mgbede Community Health Centre,Rural,"","","","","",1,12,1,0,,LKLac5qW7mK
2579,33,697,ri Ndoni Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,O3IdsgRmMG3
2580,33,697,ri Obirikom Health Centre,Rural,"","","","","",1,12,1,0,,nyYJO1hTBOD
2581,33,697,ri Obite Health Centre,Rural,"","","","","",1,12,1,0,,YJmI2bh0Hd1
2582,33,697,ri Obiyebe Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,C7kVPPdCFav
2583,33,697,ri Ogbogu Health Centre,Rural,"","","","","",1,12,1,0,,rbzAK9RZ80s
2584,33,697,ri Okposi Health Centre,Rural,"","","","","",1,12,1,0,,AHOBIO4W1lO
2590,33,698,ri Bolo Primary Health Centre,Rural,"","","","","",1,12,1,0,,auS8emitDhm
2591,33,698,ri Ogu General Hospital,Rural,"","","","","",1,12,1,0,,SFE9PtpH3LD
2593,33,698,ri Wakama Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,N7Hvg2Anvy8
2595,33,699,ri George Ama Health Centre,Rural,"","","","","",1,12,1,0,,Z67O94zoYWz
2597,33,699,ri Island Maternity,Rural,"","","","","",1,12,1,0,,gcnRSrV5Oj3
2598,33,699,ri Kalio Primary Health Centre,Rural,"","","","","",1,12,1,0,,JckaxndbTtG
2599,33,699,ri Ogan Ama Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,l78TuOPxtbs
2600,33,699,ri Ogbugo Primary Health Centre,Rural,"","","","","",1,12,1,0,,wsDA4XW6YsK
2602,33,699,ri Okochiri Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,qdJjSzHVqPQ
2605,33,700,ri Akabuka Health Centre,Rural,"","","","","",1,12,1,0,,MGYEC5ZUZiZ
2606,33,700,ri Eberi Primary Health Centre,Rural,"","","","","",1,12,1,0,,COnSxLhhpui
2608,33,700,ri Ofeh Health Centre,Rural,"","","","","",1,12,1,0,,dqgx1KuGU9k
2609,33,700,ri Oyoro Ohim Primary Health Centre,Rural,"","","","","",1,12,1,0,,VpctisSPQUv
2610,33,700,ri Umuajuloke Comprehensive Health Centre,Rural,"","","","","",1,12,1,0,,c5MuOUhOtxj
2611,33,700,ri Umuokwa Health Centre,Rural,"","","","","",1,12,1,0,,R1FFpVigoMn
2612,33,701,ri Epellema Health Centre,Rural,"","","","","",1,12,1,0,,VtvXjw92IS5
2613,33,701,ri Minimah Maternal and Child Health,Rural,"","","","","",1,12,1,0,,tCpOsELpIiw
2614,33,701,ri Nkoro Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,rwtlTTL0OWN
2615,33,701,ri Opobo General Hospital,Rural,"","","","","",1,12,1,0,,xUaIxbu4AOe
2616,33,701,ri Queens Town Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,KKxUyiZgcny
2617,33,702,ri Bethsaida Clinic,Urban,"","","","","",1,12,1,0,,tE8Np2JsSrf
2619,33,702,ri Ezinne Maternity,Rural,"","","","","",1,12,1,0,,uV8zontv6TU
2647,33,703,ri Mirinwanyi Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,ipklMUVAWez
2622,33,702,ri Obeakpu Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,Qifqrt4iJOx
2623,33,702,ri Obete Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,uQcVw1OcMYP
2624,33,702,ri Oyigbo Christus Royal Hospital,Rural,"","","","","",1,12,1,0,,J0x0Kp4j7XS
2625,33,702,ri Oyigbo Faith Maternity Centre,Urban,"","","","","",1,12,1,0,,SfZ89A5UE8d
2626,33,702,ri Oyigbo Holy Child Maternity Clinic,Rural,"","","","","",1,12,1,0,,ZzZwofrwk3k
2627,33,702,ri Oyigbo Vinkas Medical Centre,Rural,"","","","","",1,12,1,0,,lfsR2HY8sly
2629,33,702,ri Umuagbai Primary Health Centre,Rural,"","","","","",1,12,1,0,,IQaBVh2enEt
2630,33,702,ri Umusia Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,DoYn6UruosM
2644,33,703,ri Kersley Harrison Hospital,Urban,"","","","","",1,12,1,0,,QKYwvRpTHeA
2674,33,704,ri Botem Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,Gh59uAblAjb
2676,33,704,ri Koroma Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,RGS96tC7QTF
2683,35,728,ta Town Clinic,Urban,"","","","","",1,12,0,0,,Wnbbums68GI
2689,35,730,ta Donga Maternal and Child Health,Urban,"","","","","",1,12,0,0,,Z2OEfYncq9E
2691,35,730,ta Kadarko Maternal and Child Health,Rural,"","","","","",1,12,0,0,,oQg8JSsayTL
2693,35,730,ta Mararaba Primary Health Centre,Rural,"","","","","",1,12,0,0,,bxJHs6lclAv
2697,35,731,ta Serti First Referral Hospital,Urban,"","","","","",1,12,0,0,,zZXDNWVezMV
2698,35,731,ta Serti Gashaka Charity Foundation,Urban,"","","","","",1,12,0,0,,eC2xcjT3ax4
2699,35,732,ta Danacha Maternal and Child Health Centre,Rural,"","","","","",1,12,0,0,,INOhpSuqMYn
2700,35,733,ta Gidin Waya Primary Health Centre,Rural,"","","","","",1,12,0,0,,QZ8YZrG2ZFF
2702,35,733,ta Sarkin Kudu Primary Health Centre,Rural,"","","","","",1,12,0,0,,Y7ZTrOJE2AZ
2707,35,734,ta New Barade Health Clinic,Urban,"","","","","",1,12,0,0,,T7evVMO8R7T
2711,35,734,ta Todun-Wadda Health Post,Urban,"","","","","",1,12,0,0,,ywvhXt25en5
2712,35,734,ta Ummah Clinic,Urban,"","","","","",1,12,0,0,,wC0drfSNmV4
2717,35,736,ta Baissa First Referral Hospital,Rural,"","","","","",1,12,0,0,,DVlcYRf680L
2718,35,738,ta Dorofi Primary Health Centre,Rural,"","","","","",1,12,0,0,,FKDwrA9lQOO
2719,35,738,ta GECHAAN lifeline Center,Urban,"","","","","",1,12,0,0,,wr9dSNAmnWp
2722,35,738,ta Mararaba Bang Primary Health Centre,Rural,"","","","","",1,12,0,0,,aJc8K7e7tPC
2723,35,738,ta Warwar General Hospital,Rural,"","","","","",1,12,0,0,,JqquBCRr5Ie
2724,35,739,ta Haruna Tsokwa Memorial General Hospital,Rural,"","","","","",1,12,0,0,,YFOBz4PMuNV
2730,35,741,ta Bantaje Basic Health Centre,Rural,"","","","","",1,12,0,0,,mmt6uUdjm94
2732,35,741,ta Tsokundi Model Primary Health Care Centre,Rural,"","","","","",1,12,0,0,,IXAwKUybLn1
2735,35,742,ta Abubakar Barde First Referral Hospital,Rural,"","","","","",1,12,0,0,,JPBcTpp6XUu
2737,35,743,ta Bosung Millenium Development Goals Clinic,Rural,"","","","","",1,12,0,0,,rfqpOYHNsD2
2744,36,746,yo Damagum General Hospital,Rural,"","","","","",1,12,1,0,,XlCzgZI6bUM
2747,36,750,yo Buni Yadi General Hospital,Urban,"","","","","",1,12,1,0,,xQBgJ8pMbfT
418,2,19,ad Fufore Cottage Hospital,Urban,"","","","","",1,12,1,0,,KrHj7Ycvctj
442,2,38,ad GDCMH Ngurore,Rural,"","","","","",1,12,1,0,,J2AZkcaFst0
423,2,22,ad Garkida General Hospital,Urban,"","","","","",1,12,1,0,,R2bNqBqJUIw
420,2,19,ad Gurin Primary Health Centre,Rural,"","","","","",1,12,1,0,,BN5iN4YLPfT
425,2,21,ad Guyuk General Hospital,Urban,"","","","","",1,12,1,0,,wAZ9LXoASUu
426,2,24,ad Hong Cottage Hospital,Urban,"","","","","",1,12,1,0,,cVnKorgLC9B
439,2,37,ad Major Aminu Urban Health Centre,Urban,"","","","","",1,12,1,0,,hozfIkuo4eE
431,2,29,ad Mayo Belwa Cottage Hospital,Urban,"","","","","",1,12,1,0,,S5HvxHdK2Vt
433,2,30,ad Michika General Hospital,Urban,"","","","","",1,12,1,0,,Nx613mKHzsk
434,2,32,ad Mubi General Hospital,Urban,"","","","","",1,12,1,0,,XyFDmlevgCu
435,2,34,ad Shelleng NYSC Clinic,Urban,"","","","","",1,12,1,0,,D8vH0OndOn7
436,2,35,ad Song Cottage Hospital,Urban,"","","","","",1,12,1,0,,qY7ZkVcos1O
440,2,37,ad St. Francis Hospital,Urban,"","","","","",1,12,1,0,,GbtTSJLBKbI
437,2,36,ad Toungo Cottage Hospital,Urban,"","","","","",1,12,1,0,,SSB1jXm3jdi
429,2,25,ad Township Clinic Jada,Urban,"","","","","",1,12,1,0,,l01zG9ePfqt
432,2,29,ad Township Clinic Mayo-Belwa,Urban,"","","","","",1,12,1,0,,DqWvsU2R8rw
443,2,38,ad Wauro-Jabbe Health Centre,Rural,"","","","","",1,12,1,0,,gfEDfny3Hp0
444,2,38,ad Yola Federal Medical Centre,Urban,"","","","","",1,12,1,0,,RxLmSTf6Kpl
441,2,37,ad Yola Specialist Hospital,Urban,"","","","","",1,12,1,0,,DPA6BxE9pzQ
2774,3,69,ak First Line clinic ,Private,,,,,,1,12,1,0,,haVyJANCBNp
600,3,51,ak Fletcher Memorial Hospital,Rural,"","","","","",1,12,1,0,,cHgGa5eISBs
781,3,69,ak Gateway Hospital,Urban,"","","","","",1,12,1,0,,CCcAjuVA9e3
782,3,69,ak Good Health Clinic,Urban,"","","","","",1,12,1,0,,soMixeM4ugO
2810,3,60,ak Health Centre Nto Eton,Public,,,,,,1,14,1,0,,ePgQNwqnAZ3
783,3,69,ak Health Confidence Centre,Urban,"","","","","",1,12,1,0,,t07n8m2M1fn
639,3,55,ak Ibaka Primary Health Centre,Rural,"","","","","",1,12,1,0,,A1xxdELs2fm
542,3,46,ak Ibeno Cottage Hospital ,Urban,"","","","","",1,12,1,0,,IT1CAw7NmXo
752,3,67,ak Ibiaku Isshiet Primary Health Centre,Rural,"","","","","",1,12,1,0,,w5eSPCsTUXh
586,3,50,ak Ibiaku Primary Health Centre (BASE),Rural,"","","","","",1,12,1,0,,Tk24Hw61cVU
753,3,67,ak Ibiaku-Uruan Primary Health Centre,Rural,"","","","","",1,12,1,0,,rVULNREkq0q
562,3,48,ak Ibiono Handmaids Hospital,Rural,"","","","","",1,12,1,0,,UcFUTdO5sQv
563,3,48,ak Ibiono Palmer Memorial Hospital,Rural,"","","","","",1,12,1,0,,IQPiXfRGT1k
762,3,68,ak Ibotong Health Post,Rural,"","","","","",1,12,1,0,,VaoQjIUcmDy
785,3,69,ak Idoro Obio Health Centre,Urban,"","","","","",1,12,1,0,,OX2RLpRPBK4
754,3,67,ak Idu-Uruan Primary Health Centre,Rural,"","","","","",1,12,1,0,,lQTQ4TXvJyY
708,3,63,ak Idua Assang Health Post,Rural,"","","","","",1,12,1,0,,CTL8iNhJwBB
491,3,42,ak Idung Assan Health Centre,Rural,"","","","","",1,12,1,0,,jTiweHpRvd4
786,3,69,ak Ifa Atai Health Post,Urban,"","","","","",1,12,1,0,,wj03dAcVomS
787,3,69,ak Ifa Ikot Health Centre,Urban,"","","","","",1,12,1,0,,VusBKeS840r
479,3,41,ak Iko Eket Health Centre,Rural,"","","","","",1,12,1,0,,b1NaIppiMoR
498,3,43,ak Iko Otu Health Centre,Rural,"","","","","",1,12,1,0,,K9OmyQ07Mwj
466,3,40,ak Iko Town Primary Health Centre,Rural,"","","","","",1,12,1,0,,jJwndfpsyuh
587,3,50,ak Ikono General Hospital,Rural,"","","","","",1,12,1,0,,mKEIEuNoACH
565,3,48,ak Ikot Adaidem Primary Health Centre,Rural,"","","","","",1,12,1,0,,YkKtpQkI0DA
739,3,66,ak Ikot Akpa Ntuk Primary Health Centre ,Rural,"","","","","",1,12,1,0,,PBvN0n4G8hf
574,3,49,ak Ikot Akpan Anwa Primary Health Centre,Rural,"","","","","",1,12,1,0,,xXOQrRBckBG
499,3,43,ak Ikot Akpan Effia Health Centre,Rural,"","","","","",1,12,1,0,,B1Bapm1p7o3
716,3,64,ak Ikot Akpan Essien Health Centre,Rural,"","","","","",1,12,1,0,,nGR9a1EEjSe
451,3,39,ak Ikot Akpan Ikpong Health Centre,Rural,"","","","","",1,12,1,0,,QOEISWylapq
630,3,54,ak Ikot Andem Itam Primary Health Centre ,Rural,"","","","","",1,12,1,0,,KVtbjy9j27f
695,3,62,ak Ikot Annang Primary Health Centre,Rural,"","","","","",1,12,1,0,,PsOMzYYAOLb
788,3,69,ak Ikot Ayan Ikono Primary Health Centre,Urban,"","","","","",1,12,1,0,,OvwdEjZGjKt
480,3,41,ak Ikot Ebak Poly Clinic,Rural,"","","","","",1,12,1,0,,uz0kFwLBXqH
512,3,44,ak Ikot Ebo Health Centre,Rural,"","","","","",1,12,1,0,,FUujN2317DQ
789,3,69,ak Ikot Ebo Ikono Primary Health Centre,Urban,"","","","","",1,12,1,0,,xvOMLYxtF7D
644,3,57,ak Ikot Edebe Health Centre,Rural,"","","","","",1,12,1,0,,rSmFsJpZIM9
698,3,62,ak Ikot Eko Ibon General Hospital,Rural,"","","","","",1,12,1,0,,lcN4UPIp3pu
651,3,56,ak Ikot Ekpaw Cottage Hospital,Rural,"","","","","",1,12,1,0,,dyXcc6eMPJ6
612,3,52,ak Ikot Ekpene General Hospital,Urban,"","","","","",1,12,1,0,,Pm2KhqiRnrM
613,3,52,ak Ikot Ekpene Infectious Disease Hospital ,Rural,"","","","","",1,12,1,0,,EEDw1M2T55Y
614,3,52,ak Ikot Ekpene Primary Health Centre,Urban,"","","","","",1,12,1,0,,rB78LYw7nv2
668,3,59,ak Ikot Ekwere Model Primary Health Centre,Rural,"","","","","",1,12,1,0,,wQbXqZui5JX
718,3,64,ak Ikot Esenam Health Centre,Rural,"","","","","",1,12,1,0,,v7kZu2IZKDM
452,3,39,ak Ikot Etok Udo Primary Health Centre,Rural,"","","","","",1,12,1,0,,ozLO5jPmxIe
568,3,48,ak Ikot Idaha Primary Health Centre,Rural,"","","","","",1,12,1,0,,la2EIA7OXJ4
500,3,43,ak Ikot Ide Health Centre,Rural,"","","","","",1,12,1,0,,NHl3PTFAptU
699,3,62,ak Ikot Idem Udo Primary Health Centre ,Rural,"","","","","",1,12,1,0,,zcgVnWVoZx8
615,3,52,ak Ikot Inyang Health Post,Urban,"","","","","",1,12,1,0,,GghT2riMZPT
529,3,45,ak Ikot Obio Inyang Primary Health Centre,Rural,"","","","","",1,12,1,0,,zFIutbAwvSN
719,3,64,ak Ikot Okoro General Hospital,Rural,"","","","","",1,12,1,0,,SkBX3Toxsby
790,3,69,ak Ikot Okubo Primary Health Centre,Urban,"","","","","",1,12,1,0,,siGKb9DTTcY
